address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zipcode
Address: 26 Athens Street,3,5,1304,1/4/2013,570000,37.727767,-122.424142,Excelsior,8,MultiFamily2To4,1951,94112
Address: 1392 Alemany Boulevard,3,5,1855,9/18/2012,720000,37.729619,-122.434058,Mission Terrace,7,SingleFamily,1953,94112
Address: 560 Presidio Avenue #5,1,1,797,7/31/2013,686000,37.786518,-122.446431,Lower Pacific Heights,3,Condominium,1928,94115
Address: 1708 Baker Street,2,2,1610,9/18/2012,1068000,37.786996,-122.443401,Lower Pacific Heights,6,Condominium,1977,94115
Address: 766 36th Avenue,3,4,2812,9/18/2012,1100000,37.774557,-122.495831,Outer Richmond,9,SingleFamily,1938,94121
Address: 1405 11th Avenue,1.5,2,1350,12/18/2015,1050000,37.761886,-122.468482,Inner Sunset,5,Condominium,1936,94122
Address: 1882 Green Street,3,3,1910,9/18/2012,1600000,37.797055,-122.43009,Cow Hollow,6,Condominium,1895,94123
Address: 2900 Jennings Street,3,4,2333,9/18/2012,479000,37.722027,-122.393473,Bayview,8,SingleFamily,1988,94124
Address: 722 Joost Avenue,1,2,855,5/17/2013,649000,37.732547,-122.451734,Westwood Highlands,5,SingleFamily,1905,94127
Address: 331 Detroit Street,3,4,2078,9/18/2012,918000,37.73037,-122.444573,Sunnyside,6,SingleFamily,1908,94131
Address: 181 Ofarrell Street #503,1,1,1531,9/17/2012,780000,37.78619,-122.40763,Downtown,6,MultiFamily2To4,2006,94102
Address: 650 Delancey Street #111,2,2,1554,9/17/2012,1150000,37.782775,-122.389686,South Beach,3,Condominium,1996,94107
Address: 165 Ripley Street,1,2,1225,7/30/2015,1305000,37.744476,-122.411514,Bernal Heights,5,Condominium,1957,94110
Address: 237 Collingwood Street,1,1,722,10/15/2002,350000,37.758593,-122.435608,Eureka Valley - Dolores Heights - Castro,3,Condominium,1880,94114
Address: 631 24th Avenue,1,2,1274,9/17/2012,867500,37.777546,-122.483806,Central Richmond,5,SingleFamily,1922,94121
Address: 3311 Fillmore Street #204,1,1,550,9/17/2012,480000,37.800102,-122.436413,Marina,2,Condominium,1992,94123
Address: 188 Minna Street #37B,2,2,1639,9/14/2012,2300000,37.786289,-122.401374,Yerba Buena,5,SingleFamily,2005,94105
Address: 766 Harrison Street #409,1,0,292,9/14/2012,311000,37.78165,-122.399116,Yerba Buena,2,Condominium,2008,94107
Address: 650 Delancey Street #408,2,2,1456,8/18/2014,1485000,37.782775,-122.389686,South Beach,3,Condominium,1996,94107
Address: 1870 Jackson Street #303,2.5,2,1800,9/14/2012,1385000,37.79386,-122.425865,Pacific Heights,6,Condominium,1931,94109
Address: 1060 Francisco Street,2,2,1836,9/14/2012,2250000,37.80379,-122.422645,Russian Hill,4,Condominium,1936,94109
Address: 545 Peralta Avenue,2,3,1025,9/14/2012,905000,37.743885,-122.408462,Bernal Heights,5,SingleFamily,1950,94110
Address: 1270 Dolores Street,3,3,2115,9/14/2012,1510000,37.749036,-122.425022,Eureka Valley - Dolores Heights - Castro,6,Condominium,2012,94110
Address: 16 Montezuma Street,3,3,2251,9/14/2012,1600500,37.745787,-122.416607,Bernal Heights,7,SingleFamily,1928,94110
Address: 82 Chattanooga Street,2,3,1360,9/14/2012,1475000,37.755278,-122.42699,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1900,94114
Address: 1345 Turk Street #102,2,3,1205,9/14/2012,254000,37.780553,-122.431234,Western Addition,5,Condominium,2012,94115
Address: 3140 Clay Street #12,1,1,1062,9/14/2012,720000,37.78964,-122.44484,Pacific Heights,3,Condominium,1927,94115
Address: 1840 Scott Street,6,12,3274,9/14/2012,825000,37.786994,-122.438247,Lower Pacific Heights,5,MultiFamily2To4,1900,94115
Address: 1638 27th Avenue,1.5,3,1593,9/14/2012,810500,37.75685,-122.484925,Central Sunset,7,SingleFamily,1936,94122
Address: 2806 Union Street #2,1,1,992,9/14/2012,783000,37.796035,-122.445716,Cow Hollow,4,Condominium,1915,94123
Address: 15 Jennings Court,2,3,1210,9/14/2012,295000,37.71763,-122.397665,Bayview,6,Condominium,1995,94124
Address: 38 Sydney Way,1,2,1473,9/14/2012,800000,37.745015,-122.454062,Forest Hill Extension,6,SingleFamily,1941,94127
Address: 850 Portola Drive,2,4,1737,9/14/2012,875000,37.743876,-122.454817,Forest Hill Extension,7,SingleFamily,1949,94127
Address: 3 Burnett Avenue #4,2,2,1719,9/14/2012,830000,37.756832,-122.444568,Twin Peaks,5,Condominium,1983,94131
Address: 53 Wilder Street #304,2,2,1301,9/14/2012,890000,37.733982,-122.433624,Glen Park,5,Condominium,2006,94131
Address: 556 Arch Street,2,3,1132,9/14/2012,737000,37.72082,-122.46689,Merced Heights,5,SingleFamily,1927,94132
Address: 167 Riverton Drive,2,3,1147,9/14/2012,749000,37.731306,-122.487359,Lakeshore,5,SingleFamily,1950,94132
Address: 33 Lakeshore Drive,3,5,2262,9/14/2012,750000,37.731293,-122.494517,Lakeshore,12,SingleFamily,1955,94132
Address: 70 Castillo Street,1,2,1037,9/14/2012,450000,37.708346,-122.418443,Visitacion Valley,7,SingleFamily,1947,94134
Address: 1029 Natoma Street #I,2,1,1026,9/13/2012,771000,37.773021,-122.416419,South of Market,3,Condominium,2012,94103
Address: 3634 20th Street #1,1,1,1102,9/13/2012,756000,37.758689,-122.422191,Mission,4,Condominium,1938,94110
Address: 1116 Naples Street,2,2,1925,9/13/2012,551000,37.713311,-122.437133,Crocker Amazon,3,MultiFamily2To4,1912,94112
Address: 442 Hill Street,2,3,1425,9/13/2012,1530000,37.755741,-122.431038,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1959,94114
Address: 2423 25th Avenue,1,3,1360,9/13/2012,829000,37.742263,-122.482415,Parkside,6,SingleFamily,1925,94116
Address: 76 Lippard Avenue,1,2,1149,9/13/2012,1050000,37.734354,-122.435917,Glen Park,5,SingleFamily,1929,94131
Address: 73 Littlefield Terrace,2,3,1109,9/12/2012,525000,37.751569,-122.399899,Potrero Hill,5,Condominium,1984,94107
Address: 509 Vermont Street,3,4,2600,9/12/2012,1550000,37.763212,-122.404097,Potrero Hill,7,SingleFamily,1907,94107
Address: 135 Wetmore Street,1,2,800,10/19/2012,780000,37.7942,-122.410648,Nob Hill,4,SingleFamily,1908,94108
Address: 1998 Broadway #705,3,3,1390,9/12/2012,1310000,37.795275,-122.4298,Pacific Heights,5,Condominium,1964,94109
Address: 792 Capp Street,1,2,1020,9/12/2012,510000,37.754097,-122.417783,Mission,5,SingleFamily,1885,94110
Address: 551 Capitol Avenue,2,3,1162,9/12/2012,248500,37.715571,-122.459288,Oceanview,6,SingleFamily,1948,94112
Address: 4267 24th Street,1,2,3628,3/31/2014,5245500,37.750826,-122.437783,Noe Valley,8,SingleFamily,1938,94114
Address: 28 Ashbury Street,1.5,2,1585,9/12/2012,1075000,37.775237,-122.447697,North Panhandle,5,Condominium,1921,94117
Address: 350 3rd Avenue,3.5,4,2650,9/12/2012,1800000,37.782139,-122.460809,Inner Richmond,8,SingleFamily,1909,94118
Address: 875 26th Avenue,1,1,837,9/12/2012,420000,37.772998,-122.485587,Central Richmond,4,Condominium,1919,94121
Address: 82 Orsi Circle,2,3,1347,9/12/2012,470000,37.728628,-122.397885,Bayview,6,SingleFamily,1997,94124
Address: 1484 Portola Drive,2,4,2868,9/12/2012,1080000,37.737944,-122.468134,West Portal,8,SingleFamily,1925,94127
Address: 21 Bright Street,1,2,1093,9/12/2012,480000,37.711147,-122.463746,Ingleside Heights,5,SingleFamily,1925,94132
Address: 390 Wilde Avenue,2,3,1757,3/26/2013,600000,37.717409,-122.404933,Visitacion Valley,7,SingleFamily,1925,94134
Address: 201 Harrison Street #730,1,0,432,8/12/2015,580000,37.787585,-122.39048,South Beach,1,Condominium,1991,94105
Address: 230 Ritch Street,3,4,2647,9/10/2012,2065000,37.780281,-122.396026,South of Market,8,Condominium,1998,94107
Address: 408 Urbano Drive,2,3,2300,9/10/2012,992000,37.724553,-122.470385,Ingleside Terrace,6,SingleFamily,1950,94127
Address: 1774 Church Street,4.5,4,2640,12/2/2013,2950000,37.742427,-122.426875,Noe Valley,6,SingleFamily,1935,94131
Address: 199 New Montgomery Street #304,1,1,779,9/7/2012,565000,37.786606,-122.399099,Yerba Buena,4,Condominium,2004,94105
Address: 701 Minnesota Street #121,1,1,829,9/7/2012,571500,37.761314,-122.390052,Central Waterfront - Dogpatch,3,Condominium,1900,94107
Address: 260 King Street #1511,1,1,868,9/7/2012,612000,37.777641,-122.393417,South of Market,3,Condominium,2004,94107
Address: 66 Cleary Court #503,2,3,1100,9/7/2012,650000,37.784298,-122.427058,Western Addition,5,Condominium,1963,94109
Address: 1380 Greenwich Street #305,1,1,640,9/7/2012,655000,37.80096,-122.422455,Russian Hill,4,Miscellaneous,1990,94109
Address: 1998 Broadway #601,2,2,1040,9/7/2012,755000,37.795275,-122.4298,Pacific Heights,5,Condominium,1964,94109
Address: 645 Prentiss Street,2,3,1180,9/7/2012,725000,37.735231,-122.412207,Bernal Heights,6,SingleFamily,1962,94110
Address: 28 Hill Street,4,5,3183,9/7/2012,2885000,37.756265,-122.422406,Mission,13,Duplex,1900,94110
Address: 1 Hoffman Avenue #A,2,2,1500,9/7/2012,725000,37.75399,-122.44068,Noe Valley,5,Condominium,1911,94114
Address: 212 Chattanooga Street,3,3,1949,6/13/2014,2495000,37.752847,-122.426704,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1900,94114
Address: 521 Hill Street,2,3,1812,9/7/2012,1805000,37.755146,-122.432773,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1927,94114
Address: 1842 Scott Street,2,3,1096,9/7/2012,881000,37.786992,-122.438247,Lower Pacific Heights,5,Condominium,1900,94115
Address: 855 Pacheco Street,3,5,2650,2/14/2002,947000,37.753466,-122.469724,Golden Gate Heights,7,SingleFamily,1992,94116
Address: 423 Waller Street #1,1,2,828,9/7/2012,500000,37.77085,-122.430732,Hayes Valley,5,Condominium,1965,94117
Address: 1778 27th Avenue,3,4,2200,5/23/2013,1230000,37.754299,-122.484746,Central Sunset,9,SingleFamily,1939,94122
Address: 3038 Gough Street,1,2,1400,9/7/2012,1190000,37.801313,-122.427847,Marina,5,Condominium,1923,94123
Address: 562 28th Street,4,4,3766,11/18/2015,4350000,37.745064,-122.434729,Noe Valley,9,SingleFamily,1909,94131
Address: 2130 Leavenworth Street #12,1,1,700,9/7/2012,535000,37.8008,-122.417322,Russian Hill,3,Condominium,1924,94133
Address: 5 Sparta Street,4,3,1780,1/23/2013,610000,37.718076,-122.403378,Visitacion Valley,7,SingleFamily,1996,94134
Address: 785 Golden Gate Avenue #203,1,1,1078,6/11/2014,590000,37.780383,-122.423464,Van Ness - Civic Center,3,Condominium,1983,94102
Address: 1277 Howard Street #3,2,2,1256,9/6/2012,678000,37.775005,-122.41246,South of Market,5,MultiFamily5Plus,2006,94103
Address: 1160 Mission Street #806,2,2,1146,9/6/2012,950000,37.778705,-122.412635,South of Market,4,Condominium,2008,94103
Address: 74 New Montgomery Street #708,1,1,946,9/6/2012,810000,37.787456,-122.401306,Yerba Buena,4,Condominium,1914,94105
Address: 260 King Street #661,1,0,650,10/24/2014,500000,37.777641,-122.393417,South of Market,2,Condominium,2004,94107
Address: 101 Lombard Street #506W,2,2,1467,9/6/2012,900000,37.80347,-122.40409,Telegraph Hill,5,SingleFamily,1983,94111
Address: 600 London Street,3,2,1159,9/6/2012,365000,37.719659,-122.437837,Excelsior,6,SingleFamily,1939,94112
Address: 1124 Munich Street,3,4,750,4/30/2013,565000,37.710973,-122.436093,Crocker Amazon,2,SingleFamily,1924,94112
Address: 315 Naples Street,1,2,1125,9/6/2012,550000,37.723565,-122.428809,Excelsior,8,SingleFamily,1926,94112
Address: 1460 Alemany Boulevard,1,2,1237,9/6/2012,637500,37.728799,-122.434821,Mission Terrace,5,SingleFamily,1952,94112
Address: 1939 Ellis Street,2,3,1529,9/6/2012,927000,37.781541,-122.438547,Western Addition,5,Condominium,1910,94115
Address: 29 Kittredge Terrace,2,3,2325,9/6/2012,628500,37.777668,-122.450834,Lone Mountain,7,SingleFamily,1937,94118
Address: 345 Locust Street #2,2,3,1462,8/4/2015,2300000,37.787761,-122.452174,Presidio Heights,6,SingleFamily,1907,94118
Address: 691 Goettingen Street,1,3,1500,9/6/2012,400000,37.723474,-122.405,Portola,6,SingleFamily,1959,94134
Address: 413 Gaven Street,2,3,1832,9/6/2012,610000,37.731832,-122.413511,Portola,6,SingleFamily,1995,94134
Address: 380 14th Street #405,1,1,455,9/5/2012,405000,37.76822,-122.421779,Mission,2,Condominium,2012,94103
Address: 419 14th Street,2,3,2357,9/5/2012,1050000,37.767841,-122.422706,Mission,5,Condominium,1924,94103
Address: 765 Market Street #36F,3,3,2572,9/5/2012,5100000,37.78622,-122.40431,Yerba Buena,6,Condominium,2001,94103
Address: 425 1st Street #1603,2,2,1278,9/5/2012,1090000,37.786064,-122.392173,South Beach,4,Condominium,2008,94105
Address: 188 Minna Street #33C,2.5,2,1670,5/1/2015,2700000,37.786289,-122.401374,Yerba Buena,5,Condominium,2005,94105
Address: 260 King Street #515,1,1,903,5/20/2015,788000,37.777641,-122.393417,South of Market,3,Condominium,2004,94107
Address: 1200 Gough Street #2A,2,2,1500,9/5/2012,689000,37.78482,-122.423994,Van Ness - Civic Center,5,Condominium,1966,94109
Address: 1138 Dolores Street,3,3,2596,9/7/2012,1260000,37.751224,-122.425476,Eureka Valley - Dolores Heights - Castro,13,Condominium,1930,94110
Address: 245 Broad Street,2,3,1530,9/5/2012,492000,37.712882,-122.460585,Oceanview,7,SingleFamily,1963,94112
Address: 245 Arguello Boulevard,2,3,1510,9/5/2012,1300000,37.786142,-122.459605,Lake,6,Condominium,1907,94118
Address: 167 Bayview Circle,2,2,1300,9/5/2012,380000,37.734079,-122.395411,Silver Terrace,4,Townhouse,1986,94124
Address: 6 Mercury Street,1,2,1294,9/5/2012,545000,37.732514,-122.401579,Silver Terrace,6,SingleFamily,1941,94124
Address: 919 Teresita Boulevard,1,2,1100,9/5/2012,680000,37.734022,-122.44694,Sunnyside,5,MultiFamily2To4,1937,94127
Address: 382 Surrey Street,2.5,3,1625,12/24/2015,1900000,37.735936,-122.438508,Glen Park,6,SingleFamily,1966,94131
Address: 601 Van Ness Avenue #802,1,1,676,9/4/2012,386000,37.781386,-122.421406,Van Ness - Civic Center,3,Condominium,1982,94102
Address: 3166 26th Street #3,2,3,1449,9/4/2012,422000,37.749486,-122.413344,Mission,6,Condominium,2001,94110
Address: 218 Naples Street,1,2,875,9/4/2012,455000,37.7253,-122.42818,Excelsior,4,SingleFamily,1927,94112
Address: 15 Athens Street,1,2,949,9/4/2012,500000,37.727684,-122.423623,Excelsior,5,SingleFamily,1946,94112
Address: 2250 22nd Avenue,3.5,4,2316,9/4/2012,880000,37.745684,-122.47877,Parkside,12,SingleFamily,1940,94116
Address: 2924 19th Avenue,2,3,1,9/4/2012,765000,37.733968,-122.474711,Lakeside,7,SingleFamily,1939,94132
Address: 403 Main Street #505N,1,1,493,8/31/2012,435000,37.788008,-122.389643,South Beach,2,Condominium,1997,94105
Address: 75 Folsom Street #808,1,1,836,8/31/2012,523000,37.7898,-122.389765,South Beach,3,Condominium,1991,94105
Address: 346 1st Street #301,2,2,1505,8/31/2012,905000,37.78654,-122.394034,South Beach,5,SingleFamily,1996,94105
Address: 701 Pennsylvania Avenue #202,2,1,756,1/26/2016,850000,37.757379,-122.392821,Potrero Hill,2,Condominium,1999,94107
Address: 527 Pennsylvania Avenue,2,3,1368,8/31/2012,650000,37.759825,-122.393005,Potrero Hill,6,Condominium,1985,94107
Address: 1155 Pine Street #6,1,1,642,8/31/2012,502000,37.790058,-122.414851,Downtown,2,Condominium,1913,94109
Address: 151 Alice B Toklas Place #703,1,1,990,8/31/2012,625000,37.78509,-122.42068,Van Ness - Civic Center,3,SingleFamily,1920,94109
Address: 1776 Sacramento Street #701,1,1,890,8/31/2012,700000,37.791618,-122.422098,Nob Hill,3,Condominium,1992,94109
Address: 3375 17th Street #203,2,2,1311,8/31/2012,940000,37.763098,-122.421295,Mission,5,Condominium,2003,94110
Address: 52 Santa Marina Street,2,3,1050,8/31/2012,1050000,37.739964,-122.422037,Bernal Heights,4,SingleFamily,1909,94110
Address: 739 Madrid Street,1,2,974,8/31/2012,490000,37.717755,-122.435382,Excelsior,4,SingleFamily,1924,94112
Address: 279 Lobos Street,1,2,1025,8/31/2012,495000,37.714635,-122.461802,Oceanview,8,SingleFamily,1948,94112
Address: 34 Rae Avenue,1,2,1215,8/31/2012,550000,37.712449,-122.448059,Outer Mission,5,SingleFamily,1927,94112
Address: 1040 Sanchez Street,1,2,1080,6/24/2013,206500,37.752535,-122.430063,Noe Valley,5,SingleFamily,1900,94114
Address: 4101 21st Street,1,2,1114,8/31/2012,895000,37.755775,-122.436935,Eureka Valley - Dolores Heights - Castro,5,Condominium,1924,94114
Address: 28 Short Street,2,3,1500,8/31/2012,1380000,37.75783,-122.442708,Eureka Valley - Dolores Heights - Castro,5,SingleFamily,1941,94114
Address: 1965 20th Avenue,4,5,2700,8/31/2012,640000,37.751093,-122.477656,Parkside,10,SingleFamily,1926,94116
Address: 2562 47th Avenue,3.5,6,3133,8/31/2012,836000,37.738702,-122.505149,Outer Parkside,9,SingleFamily,1951,94116
Address: 55 Mendosa Avenue,4,5,3205,8/31/2012,1288000,37.74842,-122.465517,Forest Hill,10,SingleFamily,1952,94116
Address: 1960 Hayes Street #6,2,1,970,8/31/2012,690000,37.773894,-122.4487,North Panhandle,3,Condominium,1989,94117
Address: 641 Oak Street,3.5,6,3650,8/31/2012,1000000,37.773813,-122.429795,Hayes Valley,13,MultiFamily2To4,1900,94117
Address: 1611 Fulton Street,5,5,2830,11/19/2013,2895000,37.775951,-122.443439,North Panhandle,13,Duplex,1900,94117
Address: 182 12th Avenue,2,3,1730,8/31/2012,921000,37.78488,-122.470755,Lake,7,Condominium,1923,94118
Address: 655 18th Avenue,3,4,3250,8/31/2012,1320000,37.775594,-122.477214,Central Richmond,17,Duplex,1921,94121
Address: 1734 28th Avenue,1,2,1599,8/31/2012,725000,37.755011,-122.485872,Central Sunset,5,SingleFamily,1939,94122
Address: 106 Mallorca Way,2,2,1500,8/21/2014,1500000,37.801805,-122.43726,Marina,5,Condominium,1925,94123
Address: 2022 Keith Street,2,2,1700,8/31/2012,320000,37.728385,-122.390586,Bayview,7,SingleFamily,1920,94124
Address: 83 Bridgeview Drive,1,3,1306,8/31/2012,430000,37.734644,-122.395345,Silver Terrace,6,SingleFamily,1945,94124
Address: 56 Natick Street,2,3,2053,8/31/2012,1000000,37.734144,-122.432006,Glen Park,7,SingleFamily,1926,94131
Address: 739 27th Street,6,4,3995,8/31/2012,1150000,37.74606,-122.436767,Noe Valley,11,SingleFamily,1939,94131
Address: 6 August Alley,2,4,1250,10/16/2012,1050000,37.799606,-122.411458,North Beach,8,SingleFamily,1906,94133
Address: 1301 Sunnydale Avenue,2,4,1713,8/31/2012,339000,37.711378,-122.41475,Visitacion Valley,7,Condominium,1962,94134
Address: 222 Arleta Avenue,3,5,1767,8/31/2012,385000,37.714254,-122.407211,Visitacion Valley,7,SingleFamily,1970,94134
Address: 1115 Brussels Street,2,3,1604,8/31/2012,440000,37.71853,-122.40181,Visitacion Valley,6,SingleFamily,1963,94134
Address: 325 Berry Street #606,1,1,787,8/31/2012,490000,37.773387,-122.395759,South of Market,4,Condominium,2007,94158
Address: 374 11th Street #4,2.5,3,1798,8/30/2012,900000,37.770771,-122.413081,South of Market,6,Condominium,2001,94103
Address: 201 Harrison Street #1022,1,1,495,8/30/2012,420000,37.787585,-122.39048,South Beach,2,Condominium,1991,94105
Address: 1835 Franklin Street #1001,2,2,1550,11/27/2012,930000,37.791564,-122.424608,Pacific Heights,4,Condominium,1965,94109
Address: 2828 Polk Street,2,2,1325,12/11/2015,1650000,37.802829,-122.423092,Russian Hill,5,Condominium,1941,94109
Address: 1925 Pacific Avenue #4,2,3,1616,8/30/2012,1300000,37.794105,-122.42698,Pacific Heights,6,Condominium,1918,94109
Address: 87 Cassandra Court,1,2,1152,8/30/2012,383000,37.709026,-122.449393,Crocker Amazon,5,SingleFamily,1929,94112
Address: 811 Athens Street,2,4,1550,8/30/2012,620000,37.714909,-122.433175,Excelsior,10,SingleFamily,1910,94112
Address: 72 Niagara Avenue,3,3,2279,8/30/2012,710000,37.716667,-122.442713,Outer Mission,7,SingleFamily,1994,94112
Address: 1345 Turk Street #106,2,3,1203,8/30/2012,336000,37.780553,-122.431234,Western Addition,5,Condominium,2012,94115
Address: 3004 Sacramento Street,2,2,1224,8/30/2012,1300000,37.788975,-122.44262,Pacific Heights,5,Condominium,1885,94115
Address: 132 Presidio Avenue,6,9,6300,10/3/2013,3800000,37.790367,-122.44713,Pacific Heights,20,Condominium,1912,94115
Address: 50 7th Avenue,1,2,1582,8/30/2012,750000,37.787504,-122.465493,Lake,6,Condominium,1925,94118
Address: 1351 15th Avenue,3,3,1960,8/30/2012,944000,37.762771,-122.473064,Inner Sunset,7,SingleFamily,1923,94122
Address: 1774 Beach Street,2,2,1696,9/2/2014,1750000,37.804382,-122.438743,Marina,5,Condominium,1925,94123
